text,region
আমার ইস্কু্ল যাইতে অনেক ভালা লাগে,Sylhet
ঠিক করা হইলো বেহেই মিল্লা যায়াম,Mymensingh
আর চাচা ওওর বেক্কুনে আলহামদুলিল্লাহ নিজেগোর বাড়ি গাড়ি গরি ফেলাইই,Chittagong
হুদা এউক্কা গাড়ি পানি হইলেই দুজ্ঞা দিন চইললা যাইতে,Barishal 
হ্যায় হ্যার গেরামের এউক্কা ইসকুলে পড়াল্যাহা করে,Barishal 
পোরথোমবার ঠগার পর এউক্কা ডর ঢুইক্কা গ্যাল্লেহ ভিতরে,Barishal 
আমি হাতার কাটতাম না,Mymensingh
আর ফ্রেমিকার বয়স ১৯,Chittagong
ফুয়া ইবা রাস্তা দিয়েরে হাঠি যার গয়,Chittagong
ববিষ্যতঅত আঁর ফোয়া-মাইয়্যা যেত্তে গান এগুন দেইবো তার বাফ হতো রোমান্টিক আচিল,Chittagong
বেমালা পানি পাইয়া গাছগুলা মইরা যাইবে না তো?,Barishal 
তুই কি আঁর ফোয়ারে বাংলাত হতা হইত ফারিবি নে?,Chittagong
মোরে বোলোক কইররা দেয় হগলখানে গোনে,Barishal 
ফলারটি হাকা অয় লুচি দই আহারে,Noakhali
বৃষ্টির দিনে গরম খিচুড়ি আর  গরুর মাংস খাইতাম ভালা লাগে ,Noakhali
আই রাগি তাকিলেও সে নো বুজিতো,Chittagong
মোর বইন আবিয়াতি,Sylhet
আর ভোগ লাইগগে,Chittagong
"আহারে! যেগুণ হারি গেছে, হিগুনের মনে অনেক কষ্ট",Noakhali
হউ আখাশর উড়া পাখির হান হুনলেউ মন খুশ অই যাইতো,Sylhet
আমার লাগের আমরার ওনোউ শেষ করা উচিত ,Sylhet
আমার কহনো মনে হয় নাই আমি কেন ছোট হবো,Mymensingh
এখন কথা হইলো আমি কাবিনের টেহা দিয়া দিমু প্রতি মাসে মাসে,Mymensingh
ফুয়ার পরিবার থাকি ফুড়ির পরিবার অনেক ভালা,Sylhet
আমার ঠান্ডা লাগসে,Mymensingh
মুই গান গাইতে চাই,Barishal 
"কিছু দিন ফর পারুল নিজেই জানাইয়ে, বইয়ান ফোন গিয়ে",Chittagong
আকাশে মেঘের কারণে বৃষ্টি হরে,Noakhali
ফুটফাতোত এক্কোফোয়ারে তিনযন বেডি আডের,Chittagong
অউ  গানটা হুনিয়া চকুত পানি আইচ্চে,Sylhet
বেকের লগে কুশল বিনিময় অইলো,Noakhali
শিক্ষক তারাও তারার ফোয়ারিত আসে,Chittagong
হেয় সারাদিন কত কষ্ট কইরা কাম করে,Mymensingh
মোর বাড়ির ফিছে দি বাক্কা বড় এখান নাইরকেল গাছ আছে,Sylhet
মোর আব্বা  বাছিয়া নাই,Sylhet
এতো এতো সংসারের ঝামেলা দেইক্ষা পোস্ট করা,Mymensingh
আই তোওয়ারে এক্কান উফহার দিতাম চাইর,Chittagong
গরমের দিনে গোসল করন ছাড়া একটা দিনও টিকা মুশকিল,Mymensingh
মাইয়া ফোয়া ইবা সপ্তা হানিক আগদ্দি তার ফোয়ারিত ঘটি যন হতা ইন আরারে ফুনাইয়ে,Chittagong
হলাশের নানা ও নানি একইদিনে মারা যান,Noakhali
আমার মোরগ ওর মাংস বেশি বালা লাগে,Sylhet
হ্যাগোও কেউ ইস্কুলে আয়নাই,Barishal 
ভাত রান্দার ফাত্রটি শক্ত করে ঢাকিয়া রাকতে অইবো,Sylhet
"ফুড়িন্তে যে হারে ভদ্র ফুয়াইন খুজরা , ডর লাগের মুই নি কুন দিন কীডনাপ অই যাই",Sylhet
এই বল মোর নাই,Barishal 
আই আর সাধ্য মত চেষ্টা গরি বাফোর হোয হোবর লইবেল্লাই,Chittagong
"মোবাইল থুইয়া বাথরুমে গ্যালে, মনে হয় জরুলি কাগজ থুইয়া অপিসে বইইয়া আছি",Barishal 
আমি রাজি না,Mymensingh
মোর মনে হয় মোগো এইহানে শ্যাষ করা উচিত,Barishal 
মোর চাচা হউর হগলডি আলহামদুলিল্লাহ নিজেগো বাড়ি গাড়ি কইররা হালাইছে,Barishal 
বেগ কিসু কেমন শান্ত আর ফাঁকা লাগতাসে,Mymensingh
তোমার সব কথা মাইন্না নিমু,Mymensingh
"যেই বছরত ধান ভালো অয়, সেই বছরত আমর ফলত ভালো অয়",Chittagong
হে একগু গাড়ি চুরি করিলাইছে,Sylhet
কম্পিউটার আধুনিক বিজ্ঞান জগতরে বালাউ সহজ করছে,Sylhet
